supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S0355,Supplier 355,Retailer,High,,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",No,"4.77% defect rate, Meets standards","$60.21/unit, $5473.58 total cost"
S0356,Supplier 356,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules",No,"2.85% defect rate, Meets standards","$53.29/unit, $5531.29 total cost"
S0357,Supplier 357,Retailer,High,,"30-day payment, 5-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",No,"3.41% defect rate, Meets standards","$63.0/unit, $5717.64 total cost"
S0358,Supplier 358,Retailer,High,Substandard Quality,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",Yes,"1.57% defect rate, Meets standards","$53.02/unit, $6741.93 total cost"
S0359,Supplier 359,Retailer,Medium,Late Delivery,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"2.95% defect rate, Meets standards","$58.11/unit, $6656.45 total cost"
S0360,Supplier 360,Service Provider,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.08% defect rate, Meets standards","$59.87/unit, $5166.9 total cost"
S0361,Supplier 361,Distributor,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,No,"1.61% defect rate, Meets standards","$59.89/unit, $5289.08 total cost"
S0362,Supplier 362,Retailer,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"2.83% defect rate, Meets standards","$54.96/unit, $6379.71 total cost"
S0363,Supplier 363,Service Provider,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"4.55% defect rate, Meets standards","$50.46/unit, $6345.71 total cost"
S0364,Supplier 364,Distributor,Medium,Substandard Quality,"30-day payment, 5-day delivery",Excellent,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"3.3% defect rate, Meets standards","$61.07/unit, $6760.03 total cost"
S0365,Supplier 365,Distributor,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring",No,"1.74% defect rate, Meets standards","$59.03/unit, $5922.68 total cost"
S0366,Supplier 366,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",No,"4.82% defect rate, Meets standards","$51.28/unit, $6131.64 total cost"
S0367,Supplier 367,Manufacturer,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",Yes,"4.57% defect rate, Meets standards","$60.35/unit, $6748.15 total cost"
S0368,Supplier 368,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring",No,"4.71% defect rate, Meets standards","$52.3/unit, $5569.05 total cost"
S0369,Supplier 369,Retailer,Low,Substandard Quality,"45-day payment, 10-day delivery",Good,Include penalty clauses for late delivery,No,"4.12% defect rate, Meets standards","$69.84/unit, $6488.68 total cost"
S0370,Supplier 370,Distributor,High,Substandard Quality,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"3.25% defect rate, Meets standards","$64.8/unit, $5486.63 total cost"
S0371,Supplier 371,Retailer,Low,,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"4.1% defect rate, Meets standards","$57.28/unit, $5143.78 total cost"
S0372,Supplier 372,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers, Include penalty clauses for late delivery",No,"3.48% defect rate, Meets standards","$66.79/unit, $5900.79 total cost"
S0373,Supplier 373,Distributor,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Include penalty clauses for late delivery,Yes,"1.02% defect rate, Meets standards","$52.04/unit, $5037.19 total cost"
S0374,Supplier 374,Service Provider,High,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",No,"1.47% defect rate, Meets standards","$67.56/unit, $6471.35 total cost"
S0375,Supplier 375,Manufacturer,Medium,,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery",No,"1.44% defect rate, Meets standards","$63.18/unit, $5495.91 total cost"
S0376,Supplier 376,Manufacturer,High,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"3.22% defect rate, Meets standards","$51.63/unit, $6796.98 total cost"
S0377,Supplier 377,Distributor,Medium,Late Delivery,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"3.78% defect rate, Meets standards","$58.75/unit, $5049.78 total cost"
S0378,Supplier 378,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"4.76% defect rate, Meets standards","$61.94/unit, $5774.58 total cost"
S0379,Supplier 379,Retailer,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"4.6% defect rate, Meets standards","$62.47/unit, $5823.8 total cost"
S0380,Supplier 380,Retailer,Medium,,"30-day payment, 5-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring",No,"3.39% defect rate, Meets standards","$64.74/unit, $6978.67 total cost"
S0381,Supplier 381,Retailer,High,Substandard Quality,"45-day payment, 10-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.28% defect rate, Meets standards","$63.18/unit, $5793.36 total cost"
S0382,Supplier 382,Retailer,High,Substandard Quality,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",No,"1.27% defect rate, Meets standards","$62.87/unit, $6377.68 total cost"
S0383,Supplier 383,Service Provider,Low,Late Delivery,"45-day payment, 10-day delivery",Good,Adjust delivery schedules,No,"4.08% defect rate, Meets standards","$66.41/unit, $5027.6 total cost"
S0384,Supplier 384,Distributor,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring",No,"2.06% defect rate, Meets standards","$50.41/unit, $6077.33 total cost"
S0385,Supplier 385,Distributor,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,Yes,"4.67% defect rate, Meets standards","$69.19/unit, $5832.03 total cost"
S0386,Supplier 386,Manufacturer,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"1.88% defect rate, Meets standards","$58.61/unit, $5495.31 total cost"
S0387,Supplier 387,Manufacturer,Low,Substandard Quality,"60-day payment, 7-day delivery",Good,Include penalty clauses for late delivery,No,"3.79% defect rate, Meets standards","$55.69/unit, $5986.05 total cost"
S0388,Supplier 388,Retailer,High,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.45% defect rate, Meets standards","$59.79/unit, $6772.13 total cost"
S0389,Supplier 389,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,Include compliance monitoring,Yes,"2.98% defect rate, Meets standards","$68.81/unit, $6751.88 total cost"
S0390,Supplier 390,Distributor,Medium,Late Delivery,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery",No,"1.6% defect rate, Meets standards","$68.38/unit, $6340.89 total cost"
S0391,Supplier 391,Distributor,Low,Substandard Quality,"30-day payment, 5-day delivery",Poor,Include penalty clauses for late delivery,No,"4.37% defect rate, Meets standards","$66.35/unit, $5705.33 total cost"
S0392,Supplier 392,Retailer,High,Substandard Quality,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",Yes,"3.46% defect rate, Meets standards","$54.47/unit, $6548.93 total cost"
S0393,Supplier 393,Service Provider,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery",No,"4.91% defect rate, Meets standards","$55.72/unit, $6547.22 total cost"
S0394,Supplier 394,Service Provider,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Include penalty clauses for late delivery,No,"1.56% defect rate, Meets standards","$66.58/unit, $6781.66 total cost"
S0395,Supplier 395,Manufacturer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery",No,"4.42% defect rate, Meets standards","$63.04/unit, $6812.66 total cost"
S0396,Supplier 396,Retailer,High,Substandard Quality,"30-day payment, 5-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.94% defect rate, Meets standards","$54.92/unit, $5613.05 total cost"
S0397,Supplier 397,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,Seek alternative suppliers,Yes,"2.55% defect rate, Meets standards","$67.38/unit, $6085.85 total cost"
S0398,Supplier 398,Distributor,Low,Substandard Quality,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,Yes,"1.07% defect rate, Meets standards","$68.08/unit, $6155.02 total cost"
S0399,Supplier 399,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Include compliance monitoring,No,"3.94% defect rate, Meets standards","$62.7/unit, $5401.22 total cost"
S0400,Supplier 400,Manufacturer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"1.39% defect rate, Meets standards","$69.69/unit, $6893.6 total cost"
S0401,Supplier 401,Service Provider,Medium,Substandard Quality,"45-day payment, 10-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules",No,"4.24% defect rate, Meets standards","$61.03/unit, $6394.43 total cost"
S0402,Supplier 402,Service Provider,Low,Late Delivery,"45-day payment, 10-day delivery",Fair,Include compliance monitoring,Yes,"4.19% defect rate, Meets standards","$67.16/unit, $6525.79 total cost"
S0403,Supplier 403,Distributor,Low,Substandard Quality,"45-day payment, 10-day delivery",Good,Include penalty clauses for late delivery,Yes,"1.86% defect rate, Meets standards","$56.06/unit, $5929.08 total cost"
S0404,Supplier 404,Service Provider,Low,Substandard Quality,"45-day payment, 10-day delivery",Good,Adjust delivery schedules,No,"4.86% defect rate, Meets standards","$69.04/unit, $6732.27 total cost"
S0405,Supplier 405,Service Provider,Low,Substandard Quality,"30-day payment, 5-day delivery",Good,Adjust delivery schedules,Yes,"4.17% defect rate, Meets standards","$57.24/unit, $6731.81 total cost"
S0406,Supplier 406,Distributor,Medium,,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules",No,"3.42% defect rate, Meets standards","$51.99/unit, $5137.23 total cost"
S0407,Supplier 407,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",No,"3.94% defect rate, Meets standards","$53.1/unit, $6687.07 total cost"
S0408,Supplier 408,Manufacturer,High,Late Delivery,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"2.87% defect rate, Meets standards","$62.67/unit, $6700.41 total cost"
S0409,Supplier 409,Retailer,Medium,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers",No,"1.37% defect rate, Meets standards","$65.14/unit, $6650.78 total cost"
S0410,Supplier 410,Retailer,Low,Late Delivery,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,Yes,"3.55% defect rate, Meets standards","$51.09/unit, $5777.95 total cost"
S0411,Supplier 411,Service Provider,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers",Yes,"2.66% defect rate, Meets standards","$59.39/unit, $6164.99 total cost"
S0412,Supplier 412,Manufacturer,Medium,,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery",No,"4.92% defect rate, Meets standards","$65.68/unit, $6109.33 total cost"
S0413,Supplier 413,Distributor,Medium,,"30-day payment, 5-day delivery",Fair,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.25% defect rate, Meets standards","$60.54/unit, $6500.91 total cost"
S0414,Supplier 414,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.64% defect rate, Meets standards","$58.38/unit, $6964.92 total cost"
S0415,Supplier 415,Manufacturer,Medium,,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Include compliance monitoring",No,"4.6% defect rate, Meets standards","$53.54/unit, $5121.7 total cost"
S0416,Supplier 416,Manufacturer,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",No,"2.95% defect rate, Meets standards","$52.27/unit, $6579.14 total cost"
S0417,Supplier 417,Service Provider,High,Substandard Quality,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",No,"1.77% defect rate, Meets standards","$56.66/unit, $5835.66 total cost"
S0418,Supplier 418,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",No,"2.25% defect rate, Meets standards","$55.7/unit, $5750.36 total cost"
S0419,Supplier 419,Retailer,Medium,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules",Yes,"1.31% defect rate, Meets standards","$57.35/unit, $6186.63 total cost"
